product_name,product_url,product_price,product_rating,product_revenue
Thẻ Vinaphone 50K,/Thẻ-Vinaphone-50K-i.330518145.15949422968?sp_atk=8971b567-5771-4730-9c6f-357f5a0c5a96&xptdk=8971b567-5771-4730-9c6f-357f5a0c5a96,52000.0,5,4524000.0
Thẻ cào Viettel 500.000đ Viettel,/Thẻ-cào-Viettel-500.000đ-Viettel-i.126102250.2518729440?sp_atk=943c2b00-f9d7-43b9-8473-8f958c71a645&xptdk=943c2b00-f9d7-43b9-8473-8f958c71a645,492000.0,5,247476000.0
Thẻ cào Zing 20.000 nhận mã thẻ + seri qua chát shopee  - nhanh - chính xác- uy tín,/Thẻ-cào-Zing-20.000-nhận-mã-thẻ-seri-qua-chát-shopee-nhanh-chính-xác-uy-tín-i.983604565.19478869493?sp_atk=fcb91ca0-2316-46ae-b728-a317a7f57519&xptdk=fcb91ca0-2316-46ae-b728-a317a7f57519,21000.0,5,6363000.0
Thẻ cào viettel 500.000 nhận mã thẻ + seri qua chát shopee  - nhanh - chính xác- uy tín,/Thẻ-cào-viettel-500.000-nhận-mã-thẻ-seri-qua-chát-shopee-nhanh-chính-xác-uy-tín-i.983604565.23139508209?sp_atk=f2fabb02-c6c6-4a4d-b6c6-5dd95c1dcccb&xptdk=f2fabb02-c6c6-4a4d-b6c6-5dd95c1dcccb,519600.0,5,130419600.0
Thẻ cào Viettel 200.000đ Chiết Khấu Cao,/Thẻ-cào-Viettel-200.000đ-Chiết-Khấu-Cao-i.126102250.2518718619?sp_atk=e0286fa1-51e1-4b4e-98c3-16a93791ee1a&xptdk=e0286fa1-51e1-4b4e-98c3-16a93791ee1a,199000.0,5,557200000.0
Thẻ cào garena 500.000 nhận mã thẻ + seri qua chát shopee  - nhanh - chính xác- uy tín,/Thẻ-cào-garena-500.000-nhận-mã-thẻ-seri-qua-chát-shopee-nhanh-chính-xác-uy-tín-i.983604565.21178858636?sp_atk=78f61e53-24fc-4e79-beee-7482409b7d02&xptdk=78f61e53-24fc-4e79-beee-7482409b7d02,529000.0,5,46552000.0
Thẻ cào viette 30.000  nhận mã thẻ + seri qua chát shopee  - nhanh - chính xác- uy tín,/Thẻ-cào-viette-30.000-nhận-mã-thẻ-seri-qua-chát-shopee-nhanh-chính-xác-uy-tín-i.983604565.22939507633?sp_atk=23ee45d5-6fea-47bc-9f93-dc643e04bdfa&xptdk=23ee45d5-6fea-47bc-9f93-dc643e04bdfa,31200.0,5,2808000.0
Thẻ cào Vinaphone 10.000 nhận mã thẻ + seri qua chát shopee  - nhanh - chính xác- uy tín,/Thẻ-cào-Vinaphone-10.000-nhận-mã-thẻ-seri-qua-chát-shopee-nhanh-chính-xác-uy-tín-i.983604565.19578743296?sp_atk=57e10865-77ab-4915-b2eb-98cfa06898d5&xptdk=57e10865-77ab-4915-b2eb-98cfa06898d5,10600.0,5,858600.0
Thẻ cào viettel 20.000  nhận mã thẻ + seri qua chát shopee - nhanh - chính xác- uy tín,/Thẻ-cào-viettel-20.000-nhận-mã-thẻ-seri-qua-chát-shopee-nhanh-chính-xác-uy-tín-i.983604565.20878582974?sp_atk=7f7b59ab-c744-4a13-86d0-5f3f6d733769&xptdk=7f7b59ab-c744-4a13-86d0-5f3f6d733769,20800.0,5,11377600.0
Thẻ cào vietnammobile 10.000 nhận mã thẻ + seri qua chát shopee  - nhanh - chính xác- uy tín,/Thẻ-cào-vietnammobile-10.000-nhận-mã-thẻ-seri-qua-chát-shopee-nhanh-chính-xác-uy-tín-i.983604565.22140710059?sp_atk=702d7dc8-463e-4051-84e4-b1cd2f79a229&xptdk=702d7dc8-463e-4051-84e4-b1cd2f79a229,10600.0,5,286200.0
Thẻ cào Zing 10.000 nhận mã thẻ + seri qua chát shopee  - nhanh - chính xác- uy tín,/Thẻ-cào-Zing-10.000-nhận-mã-thẻ-seri-qua-chát-shopee-nhanh-chính-xác-uy-tín-i.983604565.19578870049?sp_atk=bb8d3725-b3e4-4f1b-8d84-291f8eddf2f0&xptdk=bb8d3725-b3e4-4f1b-8d84-291f8eddf2f0,10800.0,5,2764800.0
